DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	ProductionType	ActualGenerationOutput	ActualConsumption	UpdateTime
2022-01-01 00:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Brown coal/Lignite	1006.0		01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Wind Onshore	979.0		01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Gas	1238.0		01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Biomass	57.0		01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Solar	0.0		01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Hydro Run-of-river and poundage	1437.0		01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Hydro Water Reservoir	202.0		01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Nuclear	1417.0		01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Hard coal	47.0		01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Solar	0.0		02/01/2022 08:49
2022-01-01 00:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Wind Onshore	125.51		02/01/2022 08:21
2022-01-01 00:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Gas	503.63		01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Other	69.05		01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Hard coal	0.0		01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Hydro Run-of-river and poundage	10.71		01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Oil		0.19	01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Waste	14.71		01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Brown coal/Lignite	328.08		01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Nuclear	1950.18		01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Biomass	132.03		01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Geothermal	0.36		01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Hydro Water Reservoir	8.68		01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Other renewable	7.41		01/01/2022 01:34
2022-01-01 00:00:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Wind Offshore	5692.73		01/01/2022 01:37
2022-01-01 00:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Wind Onshore	159.58		02/01/2022 08:21
2022-01-01 00:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Solar	0.0		02/01/2022 08:49
2022-01-01 00:15:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Solar	0.0		01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Nuclear	1419.0		01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Brown coal/Lignite	1013.0		01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Wind Onshore	897.0		01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Hydro Run-of-river and poundage	1443.0		01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Gas	1241.0		01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Hard coal	47.0		01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Hydro Water Reservoir	204.0		01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Biomass	57.0		01/01/2022 01:47
2022-01-01 00:00:00.000	PT30M	10YCY-1001A0003J	CTY	CY CTY	CY	Wind Onshore	52.29		01/01/2022 01:47
2022-01-01 00:00:00.000	PT30M	10YCY-1001A0003J	CTY	CY CTY	CY	Fossil Oil	399.04		01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Brown coal/Lignite	317.41		01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Other	69.05		01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Hard coal	0.0		01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Geothermal	0.36		01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Oil		0.23	01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Gas	550.75		01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Other renewable	7.89		01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Waste	14.56		01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Nuclear	1949.18		01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Hydro Water Reservoir	8.69		01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Hydro Run-of-river and poundage	10.71		01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Biomass	131.16		01/01/2022 01:47
2022-01-01 00:15:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Wind Offshore	5791.3		01/01/2022 01:51
2022-01-01 00:00:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Other	1338.74	1127.26	29/01/2022 02:01
2022-01-01 00:30:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Hydro Water Reservoir	204.0		01/01/2022 02:02
2022-01-01 00:30:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Biomass	57.0		01/01/2022 02:02
2022-01-01 00:30:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Wind Onshore	876.0		01/01/2022 02:02
2022-01-01 00:30:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Hydro Run-of-river and poundage	1438.0		01/01/2022 02:02
2022-01-01 00:30:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Gas	1238.0		01/01/2022 02:02
2022-01-01 00:30:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Hard coal	46.0		01/01/2022 02:02
2022-01-01 09:00:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Waste	419.12	1.25	29/01/2022 11:18
2022-01-01 09:15:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Waste	412.12	1.12	29/01/2022 11:18
2022-01-01 09:00:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Solar	7.21	0.0	29/01/2022 11:18
2022-01-01 09:15:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Solar	10.94	0.0	29/01/2022 11:18
2022-01-01 09:00:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Wind Offshore	1805.68	18.2	29/01/2022 11:18
2022-01-01 09:15:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Wind Offshore	1848.28	18.59	29/01/2022 11:18
2022-01-01 09:00:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Nuclear	484.72	0.0	29/01/2022 11:18
2022-01-01 09:15:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Nuclear	484.69	0.0	29/01/2022 11:18
2022-01-01 09:00:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Fossil Hard coal	1729.62	1.65	29/01/2022 11:18
2022-01-01 09:15:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Fossil Hard coal	1726.42	1.97	29/01/2022 11:18
2022-01-01 09:00:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Biomass	21.0	0.0	29/01/2022 11:18
2022-01-01 09:15:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Biomass	21.06	0.0	29/01/2022 11:18
2022-01-01 09:00:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Fossil Gas	1473.63	171.89	29/01/2022 11:18
2022-01-01 09:15:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Fossil Gas	1563.77	169.12	29/01/2022 11:18
2022-01-01 09:00:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Hydro Run-of-river and poundage	0.0	0.0	03/01/2022 18:01
2022-01-01 09:15:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Hydro Run-of-river and poundage	0.0	0.0	03/01/2022 18:01
2022-01-01 09:00:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Wind Onshore	1134.59	0.01	29/01/2022 11:18
2022-01-01 09:15:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Wind Onshore	1203.65	0.03	29/01/2022 11:18
2022-01-01 00:30:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Solar	0.0		01/01/2022 02:02
2022-01-01 00:30:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Brown coal/Lignite	1012.0		01/01/2022 02:02
2022-01-01 00:30:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Nuclear	1421.0		01/01/2022 02:02
2022-01-01 00:30:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Solar	0.0		02/01/2022 08:49
2022-01-01 00:30:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Wind Onshore	179.98		02/01/2022 08:21
2022-01-01 00:30:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Other renewable	7.77		01/01/2022 02:02
2022-01-01 00:30:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Hydro Run-of-river and poundage	10.67		01/01/2022 02:02
2022-01-01 00:30:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Biomass	131.38		01/01/2022 02:02
2022-01-01 00:30:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Gas	551.72		01/01/2022 02:03
2022-01-01 00:30:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Oil		0.2	01/01/2022 02:03
2022-01-01 00:30:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Other	69.03		01/01/2022 02:03
2022-01-01 00:30:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Geothermal	0.36		01/01/2022 02:03
2022-01-01 00:30:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Waste	14.62		01/01/2022 02:03
2022-01-01 00:30:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Nuclear	1949.36		01/01/2022 02:03
2022-01-01 00:30:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Hydro Water Reservoir	8.68		01/01/2022 02:03
2022-01-01 00:30:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Hard coal	0.0		01/01/2022 02:03
2022-01-01 00:30:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Brown coal/Lignite	293.31		01/01/2022 02:03
2022-01-01 08:45:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Nuclear	484.93	0.0	29/01/2022 10:43
2022-01-01 08:30:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Wind Onshore	1075.5	0.03	29/01/2022 10:27
2022-01-01 08:45:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Wind Onshore	1098.44	0.02	29/01/2022 10:43
2022-01-01 08:30:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Fossil Gas	1640.51	172.85	29/01/2022 10:27
2022-01-01 08:45:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Fossil Gas	1486.99	170.82	29/01/2022 10:43
2022-01-01 08:30:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Waste	413.25	1.12	29/01/2022 10:27
2022-01-01 08:45:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Waste	417.04	1.12	29/01/2022 10:43
2022-01-01 08:30:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Fossil Hard coal	1729.82	1.53	29/01/2022 10:27
2022-01-01 08:45:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Fossil Hard coal	1730.14	1.54	29/01/2022 10:43
2022-01-01 08:30:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Hydro Run-of-river and poundage	0.0	0.0	03/01/2022 18:02
2022-01-01 08:45:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Hydro Run-of-river and poundage	0.0	0.0	03/01/2022 18:02
2022-01-01 08:30:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Wind Offshore	1527.18	12.27	29/01/2022 10:27
2022-01-01 08:45:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Wind Offshore	1716.65	3.32	29/01/2022 10:43
2022-01-01 08:30:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Solar	3.83	0.0	29/01/2022 10:27
2022-01-01 08:45:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Solar	4.94	0.0	29/01/2022 10:43
2022-01-01 08:30:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Biomass	20.99	0.0	29/01/2022 10:27
2022-01-01 08:45:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Biomass	20.86	0.0	29/01/2022 10:43
2022-01-01 00:00:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Fossil Gas	2634.18		01/01/2022 02:03
2022-01-01 00:00:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Fossil Brown coal/Lignite	3565.12		01/01/2022 02:03
2022-01-01 00:00:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Fossil Hard coal	2053.08		01/01/2022 02:03
2022-01-01 00:00:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Hydro Pumped Storage	487.71	1570.02	01/01/2022 02:03
2022-01-01 00:00:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Nuclear	3350.72		01/01/2022 02:03
2022-01-01 00:00:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Solar	0.0	0.0	01/01/2022 02:04
2022-01-01 00:00:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Wind Onshore	24890.58	0.0	02/01/2022 00:03
2022-01-01 00:00:00.000	PT60M	10YFI-1--------U	CTY	FI CTY	FI	Wind Onshore	1538.8		01/01/2022 02:04
2022-01-01 00:00:00.000	PT60M	10YFI-1--------U	CTY	FI CTY	FI	Hydro Run-of-river and poundage	556.11		01/01/2022 02:04
2022-01-01 00:00:00.000	PT60M	10Y1001A1001A990	CTY	MD CTY	MD	Fossil Hard coal	0.0		01/01/2022 02:04
2022-01-01 00:00:00.000	PT60M	10Y1001A1001A990	CTY	MD CTY	MD	Solar	0.0		01/01/2022 02:04
2022-01-01 00:00:00.000	PT60M	10Y1001A1001A990	CTY	MD CTY	MD	Fossil Gas	471.0		01/01/2022 02:04
2022-01-01 00:00:00.000	PT60M	10Y1001A1001A990	CTY	MD CTY	MD	Biomass	3.0		01/01/2022 02:04
2022-01-01 00:00:00.000	PT60M	10Y1001A1001A990	CTY	MD CTY	MD	Fossil Oil	0.0		01/01/2022 02:04
2022-01-01 00:00:00.000	PT60M	10Y1001A1001A990	CTY	MD CTY	MD	Hydro Run-of-river and poundage	25.0		01/01/2022 02:04
2022-01-01 00:00:00.000	PT60M	10YFI-1--------U	CTY	FI CTY	FI	Biomass	662.15		01/01/2022 02:05
2022-01-01 00:00:00.000	PT60M	10YFI-1--------U	CTY	FI CTY	FI	Nuclear	2799.4		01/01/2022 02:05
2022-01-01 00:00:00.000	PT60M	10Y1001A1001A990	CTY	MD CTY	MD	Wind Onshore	3.0		01/01/2022 02:05
2022-01-01 00:00:00.000	PT60M	10YFI-1--------U	CTY	FI CTY	FI	Fossil Gas	276.16		01/01/2022 02:05
2022-01-01 00:00:00.000	PT60M	10YFI-1--------U	CTY	FI CTY	FI	Other renewable	10.39		01/01/2022 02:05
2022-01-01 00:00:00.000	PT60M	10YLV-1001A00074	CTY	LV CTY	LV	Hydro Run-of-river and poundage	0.0		01/01/2022 02:05
2022-01-01 00:00:00.000	PT60M	10YFI-1--------U	CTY	FI CTY	FI	Waste	34.9		01/01/2022 02:06
2022-01-01 00:00:00.000	PT60M	10YLV-1001A00074	CTY	LV CTY	LV	Wind Onshore	12.0		01/01/2022 02:06
2022-01-01 00:00:00.000	PT60M	10YLV-1001A00074	CTY	LV CTY	LV	Other	53.0		01/01/2022 02:06
2022-01-01 00:00:00.000	PT60M	10YLV-1001A00074	CTY	LV CTY	LV	Biomass	63.0		01/01/2022 02:06
2022-01-01 00:00:00.000	PT60M	10YLV-1001A00074	CTY	LV CTY	LV	Fossil Gas	0.0		01/01/2022 02:06
2022-01-01 00:00:00.000	PT60M	10YFI-1--------U	CTY	FI CTY	FI	Other	120.82		01/01/2022 02:06
2022-01-01 00:00:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Biomass	4295.23		01/01/2022 02:07
2022-01-01 00:00:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Geothermal	23.46		01/01/2022 02:07
2022-01-01 00:00:00.000	PT60M	10YFI-1--------U	CTY	FI CTY	FI	Fossil Hard coal	629.52		01/01/2022 02:10
2022-01-01 00:00:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Other	363.31		01/01/2022 02:10
2022-01-01 00:00:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Waste	854.37		01/01/2022 02:12
2022-01-01 00:00:00.000	PT60M	10YFI-1--------U	CTY	FI CTY	FI	Fossil Oil	10.3		01/01/2022 02:13
2022-01-01 00:00:00.000	PT60M	10YFI-1--------U	CTY	FI CTY	FI	Fossil Peat	581.85		01/01/2022 02:13
2022-01-01 00:00:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Fossil Oil	279.14		01/01/2022 02:13
2022-01-01 00:00:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Hydro Run-of-river and poundage	1423.77		01/01/2022 02:13
2022-01-01 00:00:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Hydro Water Reservoir	118.79		01/01/2022 02:13
2022-01-01 00:30:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Wind Offshore	5779.98		01/01/2022 02:13
2022-01-01 00:00:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Other renewable	126.18		01/01/2022 02:13
2022-01-01 00:00:00.000	PT60M	10YCZ-CEPS-----N	CTY	CZ CTY	CZ	Biomass	255.94		01/01/2022 03:20
2022-01-01 00:00:00.000	PT60M	10YCZ-CEPS-----N	CTY	CZ CTY	CZ	Other renewable	255.04		01/01/2022 03:19
2022-01-01 00:15:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Other	1311.11	1161.01	29/01/2022 02:19
2022-01-01 00:00:00.000	PT60M	10YCZ-CEPS-----N	CTY	CZ CTY	CZ	Fossil Coal-derived gas	69.99		01/01/2022 03:19
2022-01-01 00:00:00.000	PT60M	10YCZ-CEPS-----N	CTY	CZ CTY	CZ	Fossil Gas	504.93		01/01/2022 03:20
2022-01-01 00:00:00.000	PT60M	10YCZ-CEPS-----N	CTY	CZ CTY	CZ	Wind Onshore	201.35		01/01/2022 03:19
2022-01-01 00:00:00.000	PT60M	10YCZ-CEPS-----N	CTY	CZ CTY	CZ	Hydro Water Reservoir	15.25		01/01/2022 03:19
2022-01-01 00:00:00.000	PT60M	10YCZ-CEPS-----N	CTY	CZ CTY	CZ	Solar	0.0		01/01/2022 02:16
2022-01-01 00:00:00.000	PT60M	10YCZ-CEPS-----N	CTY	CZ CTY	CZ	Fossil Oil	0.0		01/01/2022 03:19
2022-01-01 00:00:00.000	PT60M	10YCZ-CEPS-----N	CTY	CZ CTY	CZ	Hydro Pumped Storage	0.0	312.57	01/01/2022 03:19
2022-01-01 00:00:00.000	PT60M	10YCZ-CEPS-----N	CTY	CZ CTY	CZ	Fossil Hard coal	138.72		01/01/2022 03:20
2022-01-01 00:00:00.000	PT60M	10YCZ-CEPS-----N	CTY	CZ CTY	CZ	Fossil Brown coal/Lignite	2072.87		01/01/2022 03:19
2022-01-01 00:00:00.000	PT60M	10YCZ-CEPS-----N	CTY	CZ CTY	CZ	Nuclear	3443.17		01/01/2022 03:19
2022-01-01 00:00:00.000	PT60M	10YCZ-CEPS-----N	CTY	CZ CTY	CZ	Other	0.0		01/01/2022 02:16
2022-01-01 00:00:00.000	PT60M	10YCZ-CEPS-----N	CTY	CZ CTY	CZ	Hydro Run-of-river and poundage	126.36		01/01/2022 03:20
2022-01-01 00:00:00.000	PT60M	10YCZ-CEPS-----N	CTY	CZ CTY	CZ	Waste	21.12		01/01/2022 03:19
2022-01-01 00:00:00.000	PT60M	10Y1001A1001B012	CTY	GE CTY	GE	Wind Onshore	16.65		01/01/2022 02:16
2022-01-01 00:00:00.000	PT60M	10Y1001A1001B012	CTY	GE CTY	GE	Hydro Water Reservoir	97.4		01/01/2022 02:16
2022-01-01 00:00:00.000	PT60M	10Y1001A1001B012	CTY	GE CTY	GE	Hydro Run-of-river and poundage	293.96		01/01/2022 02:16
2022-01-01 00:00:00.000	PT60M	10Y1001A1001B012	CTY	GE CTY	GE	Fossil Gas	645.43		01/01/2022 02:16
2022-01-01 00:15:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Solar	0.0	0.0	01/01/2022 02:17
2022-01-01 00:15:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Fossil Hard coal	2057.43		01/01/2022 02:18
2022-01-01 00:15:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Hydro Water Reservoir	121.26		01/01/2022 02:19
2022-01-01 00:15:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Other renewable	126.16		01/01/2022 02:19
2022-01-01 00:15:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Wind Onshore	24612.22	0.0	02/01/2022 00:03
2022-01-01 00:15:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Fossil Oil	279.14		01/01/2022 02:19
2022-01-01 00:15:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Other	363.28		01/01/2022 02:19
2022-01-01 00:15:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Fossil Gas	2628.33		01/01/2022 02:19
2022-01-01 00:15:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Hydro Pumped Storage	567.5	1964.24	01/01/2022 02:19
2022-01-01 00:15:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Hydro Run-of-river and poundage	1420.84		01/01/2022 02:20
2022-01-01 00:15:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Nuclear	3350.05		01/01/2022 02:20
2022-01-01 00:15:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Fossil Brown coal/Lignite	3521.22		01/01/2022 02:20
2022-01-01 00:15:00.000	PT15M	10Y1001A1001A83F	CTY	DE CTY	DE	Biomass	4295.41		01/01/2022 02:20
2022-01-01 00:00:00.000	PT60M	10Y1001C--00003F	CTY	UA CTY	UA	Nuclear	12438.0		01/01/2022 02:22
2022-01-01 00:00:00.000	PT60M	10Y1001C--00003F	CTY	UA CTY	UA	Hydro Water Reservoir	181.0		01/01/2022 02:22
2022-01-01 00:00:00.000	PT60M	10Y1001C--00003F	CTY	UA CTY	UA	Fossil Gas	406.0		01/01/2022 02:22
2022-01-01 00:00:00.000	PT60M	10Y1001C--00003F	CTY	UA CTY	UA	Hydro Pumped Storage	0.0	1069.0	01/01/2022 02:22
2022-01-01 00:00:00.000	PT60M	10Y1001C--00003F	CTY	UA CTY	UA	Fossil Hard coal	3312.0		01/01/2022 02:22
2022-01-01 00:00:00.000	PT60M	10Y1001C--00003F	CTY	UA CTY	UA	Other	32.0		01/01/2022 02:22
2022-01-01 00:00:00.000	PT60M	10Y1001C--00003F	CTY	UA CTY	UA	Solar	3.0		01/01/2022 02:22
2022-01-01 00:00:00.000	PT60M	10Y1001C--00003F	CTY	UA CTY	UA	Wind Onshore	879.0		01/01/2022 02:22
2022-01-01 00:00:00.000	PT60M	10YLT-1001A0008Q	CTY	LT CTY	LT	Solar	0.0		01/01/2022 02:23
2022-01-01 00:00:00.000	PT60M	10YLT-1001A0008Q	CTY	LT CTY	LT	Fossil Gas	36.61		01/01/2022 02:23
2022-01-01 00:00:00.000	PT60M	10YLT-1001A0008Q	CTY	LT CTY	LT	Other	13.62		01/01/2022 02:23
2022-01-01 00:00:00.000	PT60M	10YLT-1001A0008Q	CTY	LT CTY	LT	Wind Onshore	247.19		01/01/2022 02:23
2022-01-01 00:00:00.000	PT60M	10YLT-1001A0008Q	CTY	LT CTY	LT	Biomass	54.16		01/01/2022 02:23
2022-01-01 00:00:00.000	PT60M	10YLT-1001A0008Q	CTY	LT CTY	LT	Waste	18.65		01/01/2022 02:23
2022-01-01 00:00:00.000	PT60M	10YLT-1001A0008Q	CTY	LT CTY	LT	Hydro Pumped Storage	0.0	0.0	01/01/2022 02:23
2022-01-01 00:00:00.000	PT60M	10YLT-1001A0008Q	CTY	LT CTY	LT	Hydro Run-of-river and poundage	24.26		01/01/2022 02:23
2022-01-01 00:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Solar	0.0	0.0	01/01/2022 02:23
2022-01-01 00:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Wind Onshore	2640.0	0.0	01/01/2022 02:23
2022-01-01 00:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Hydro Water Reservoir	337.6	0.0	04/01/2022 11:08
2022-01-01 00:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Other renewable	0.0	0.0	01/01/2022 02:23
2022-01-01 00:00:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Geothermal	0.07	0.0	01/01/2022 02:23
